PSU;len_T
214634798.3;500000
245164564.06;600000
268611640.42;700000
284948986.36;800000
304851330.94;900000
213795647.84;1000000
242955238.64;1100000
253461279.92;1200000
257600276.08;1300000
265839075.78;1400000
268283623.74;1500000
