PSU;len_T
218061694.1;500000
240648702.02;600000
267845224;700000
287651319.88;800000
313337360.62;900000
252788672.82;1000000
228815094.04;1100000
232771784.7;1200000
258463703.28;1300000
272751289.88;1400000
275664707.18;1500000
