PSU;len_T
203643469.7;500000
229437894.76;600000
260706897.26;700000
277998548.78;800000
300400710;900000
327884074.2;1000000
339791423.06;1100000
353746423;1200000
340895268.54;1300000
367905130.62;1400000
334729596.62;1500000
