PSU;len_T
224006419.54;500000
246462460.04;600000
266677635.54;700000
283475002.92;800000
335597187.58;900000
244388531.86;1000000
238679829.5;1100000
249199493.04;1200000
252192940.02;1300000
258505071.5;1400000
