PSU;max_V_match_fraction
203707791.32;0.0
269217965.54;0.1
319294635.78;0.2
333946779.88;0.3
342397119.46;0.4
342280862.46;0.5
345466129.5;0.6
312895087.98;0.7
289723528.94;0.8
229743703.72;0.9
