PSU;max_V_match_fraction
179133389.96;0.0
242650211.52;0.1
274750999.36;0.2
276640768.04;0.3
282976471.86;0.4
292243773.54;0.5
284286026.1;0.6
279824474.48;0.7
292919628.9;0.8
279101144.22;0.9
259554132.86;1.0
